code,title
A49.9,"Infectia bacteriana, nespecificata Bacteremia NOS Infectii al caror mod de transmitere este, in special sexual Exclude: boala prin virusul de imunodeficienta umana [HIV] (B20FB24) uretrita negonococica si nespecifica boala Reiter (M02.3F)"
A50,"A64 Infectii al caror mod de transmitere este, in special sexual"
A50.0,"Sifilis congenital precoce, simptomatic Orice afectiune provocata de un sifilis congenital specificat ca precoce sau care se manifesta la mai putin de doi ani dupa nastere. Sifilis congenital precoce: - cutanat - cutanato-mucos - visceral Man ifestare a unui sifilis congenital precoce in: - laringita - oculopatie - osteochondropatie - faringita - pneumonie - rinita"
A50.1,"Sifilis congenital precoce, latent Sifilisul congenital fara manifestari clinice, cu reactie serologica pozitiva si test negativ al lichidului cefalo-rahidian, mai putin de doi ani dupa nastere."
A50.2,"Sifilis congenital precoce, nespecificat Sifilis congenital NOS, mai putin de doi ani dupa nastere"
A50.3,Oculopatia sifilitica congenitala tardiva Keratita interstitiala sifilitica congenitala tardiva† (H19.2*) Oculopatia sifilitica congenitala tardiva Exclude: triada Hutchinson (A50.5)
A50.4,Sifilis congenital nervos tardiv (neuroF sifilis juvenil) Dementa paralitica juvenila Juvenil(a): - paralizia generala - tabes dorsalis - neurosifilis taboparetic Sifilitica congenitala tardiva: - encefalita† (G05.0*) - meningita† (G01*) - polineuropatia† (G63.0*) Folositi un cod aditional pentru a identifica orice tulburare mentala asociata. Exclude: triada Hutchinson (A50.5)
A50.5,"Alte forme tardive de sifilis congenital, simptomatic Orice afectiune provocata de un sifilis congenital specificat ca tardiv sau care se manifesta la mai putin sau mai mult de doi ani dupa nastere. Boala Clutton† (M03.1-*) Hutchinson: - dinti - triada Congenital tardiv: - sifilis cardiovascular† (I98.0*) - sifilitica: - artropatia† (M03.1-*) - osteochondropatia† (M90.2-*) Nas in sa atribuit sifilisului"
A50.6,"Sifilis congenital tardiv, latent Sifilisul congenital fara manifestari clinice, cu reactie serologica pozitiva si test negativ al lichidului cefalo-rahidian, doi sau mai multi ani dupa nastere."
A50.7,"Sifilis congenital tardiv, nespecificat Sifilisul congenital NOS, doi sau mai multi ani dupa nastere."
A50.9,"Sifilis congenital, nespecificat"
A51,Sifilis precoce
A51.0,Sifilis genital primar Sancrul sifilitic NOS
A51.1,Sifilis anal primar
A51.2,"Sifilis primar, cu alte localizari"
A51.3,Sifilis secundar al pielii si mucoaselor Condilomul plat Sifilitica: - alopecia - leucodermia - placa mucoasa Anumite boli infectioase si parazitare Lista Tabelar ă a Bolilor ICD-10-AM 2002 11
A51.4,Alte forme de sifilis secundar Sifillitica secundara: - boala inflamatorie pelvina feminina† - iridociclita† (H22.0*) - limfadenopatia - meningita† (G01*) - miozita† (M63.0-*) - oculopatia NEC† (H58.8*) - periostita† (M90.1-*)
A51.5,"Sifilis recent, latent Sifilisul (dobandit) fara manifestari clinice, cu test serologic pozitiv si cu test negativ al lichidului cefalo-rahidian, mai putin de doi ani dupa infectie."
A51.9,"Sifilis precoce, nespecificat"
A52,Sifilis tardiv
A52.0,"Sifilis cardioFvascular Sifilis cardiovascular NOS Sifilitic(a): - anevrism al aortei (I79.0*) - insuficienta aortica (I39.1*) - aortita (I79.1*) - arterita, cerebrala (I68.1*) - endocardita NOS (I39.8*) - miocardita (I41.0*) - pericardita (I32.0*) - insuficienta pulmonara (I39.3*)"
A52.1,Sifilis nervos simptomatic Artropatia Charcot† (M14.6*) Sifilitica tardiva: - nevrita acustica† (H94.0*) - encefalita† (G05.0*) - meningita† (G01*) - atrofia optica† (H48.0*) - polineuropatia† (G63.0*) - nevrita retrobulbara† (H48.1*) Parkinsonism sifilitic† (G22*) Tabes dorsalis
A52.2,Sifilis nervos asimptomatic
A52.3,"Sifilis nervos, nespecificat Goma (sifilitica) a sistemului central nervos NOS Sifilis (tardiv) al sistemului central nervos NOS Sifilom al sistemului central nervos NOS"
A52.7,"Alte forme de sifilis tardiv, cu simptome Boala glomerulara in sifilis† (N08.0*) Goma (sifilitica) orice localizare, exceptand cele clasificate la A52.0-A52.3 Sifilis tardiv sau tertiar orice localizare, exceptand cele clasificate la A52.0-A52.3 Sifilitica tardiva: - bursita† (M73.1-*) - chorioretinita† (H32.0*) - episclerita† (H19.0*) - boala inflamatorie pelvina feminina† - leucodermia† (L99.8*) - oculopatia NEC† (H58.8*) - peritonita† (K67.2*) Sifilis [stadiu neprecizat] al: - osului† (M90.2-*) - ficatului† (K77.0*) - plamanului† (J99.8*) - muschiului† (M63.0-*) - sinovial† (M68.0-*)"
A52.8,"Sifilis tardiv, latent Sifilis (dobandit) fara manifestari clinice, cu reactie serologica pozitiva si test negativ al lichidului cefalo-rahidian, doi sau mai multi ani dupa infectie."
A52.9,"Sifilis tardiv, nespecificat"
A53,Alte forme de sifilis si nespecificate
A53.0,"Sifilis latent, nespecificat ca fiind recent sau tardiv Sifilis tardiv NOS Reactia serologica pozitiva pentru sifilis"
A53.9,"Sifilis, nespecificat Infectia datorita Treponema pallidum NOS Sifilis [dobandit] NOS Exclude: sifilisul NOS care provoaca moartea inaintea varstei de doi ani (A50.2)"
A54,Infectia gonococica
A54.0,"Infectia gonococica a partii inferioare a tractului genitoFurinar, fara abces periuretral sau al glandelor anexe Gonococica: - cervicita NOS - cistita NOS - uretrita NOS - vulvovaginita NOS Exclude: cu: F abcesul glandei genitoF urinare (A54.1) F abcesul periuretral (A54.1) Anumite boli infectioase si parazitare Lista Tabelar ă a Bolilor ICD-10-AM 2002 12"
A54.1,"Infectia gonococica a partii inferioare a tractului genitoFurinar, cu abces periuretral sau al glandelor anexe Abcesul gonococic al glandelor Bartholin A54.2† Pelviperitonita gonococica si alte infectii genitoFurinare gonococice Gonococica: - epididimita (N51.1*) - boala inflamatorie pelvina feminina - orhita (N51.1*) - prostatita (N51.0*) Exclude: peritonita gonococica (A54.8)"
A54.3,Infectia gonococica a ochiului Gonococica: - conjunctivita† (H13.1*) - iridociclita† (H22.0*) Oftalmia nou-nascutului datorita gonococului A54.4† Infectia gonococica a sistemului musculoFscheletal Gonococica: - artrita (M01.3-*) - bursita (M73.0-*) - osteomielita (M90.2-*) - sinovita (M68.0-*) - tenosinovita (M68.0-*)
A54.5,Faringita gonococica
A54.6,Infectia gonococica a anusului si rectului
A54.8,Alte infectii gonococice Gonococic(a): - abces al creierului† (G07*) - endocardita† (I39.8*) - meningita† (G01*) - miocardita† (I41.0*) - pericardita† (I32.0*) - peritonita† (K67.1*) - pneumonia† (J17.0*) - sepsis - septicemia - leziunile pielii Exclude: pelviperitonita gonococica
A54.9,"Infectia gonococica, nespecificata"
A55,Limfogranulomatoza veneriana cu Chlamydia Limfogranulomatoza veneriana cu Chlamydia Bubonul climatic sau tropical Boala Durand-Nicolas-Favre Esthiomene Limfogranulomul inghinal
A56,Alte boli cu Chlamydia transmise sexual sexual Include: bolile datorite Chlamydia trachomatis transmise sexual Exclude: prin Chlamydia: F limfogranulomul (A55) F neonatala: F conjunctivita (P39.1) F pneumonia (P23.1) afectiunile clasificate la A74.F
A56.0,"Afectiuni cu Chlamydia ale partii inferioare a tractului genitoFurinar Prin Chlamydia: - cervicita - cistita - uretrita - vulvovaginita A56.1† Infectia cu Chlamydia, pelviFperitoneala si a altor organe genitoFurinare Prin Chlamydia: - epididimita (N51.1*) - boala inflamatorie pelvina feminina - orhita (N51.1*)"
A56.2,"Infectia cu Chlamydia a tractului genitoF urinar, nespecificata"
A56.3,Infectia anusului si rectului cu Chlamydia
A56.4,Infectia faringelui cu Chlamydia
A56.8,"Infectia prin Chlamydia transmisa pe caile sexuale, alte localizari"
A57,Sancrul moale Sancrul moale Ulcus molle
A58,Granulom inghinal Granulom inghinal Donovanosis
A59,Trichomoniaza Exclude: trichomoniaza intestinala
A59.0,Trichomoniaza uroFgenitala Leucoreea (vaginala) datorita Trichomonas (vaginalis) Prostatita† (N51.0*) datorita Trichomonas (vaginalis)
A59.8,Alte localizari ale trichomoniazei
A59.9,"Trichomoniaza, nespecificata"
A60,Infectia ano-genitala prin virusul herpetic [herpes simplex] herpetic [herpes simplex] Anumite boli infectioase si parazitare Lista Tabelar ă a Bolilor ICD-10-AM 2002 13
A60.0,Infectiile organelor genitale si ale tractului genitoFurinar prin virusul herpetic Infectia prin virusul herpetic a tractului genital: - feminin† (N77.0-N77.1*) - masculin† (N51.-*)
A60.1,Infectia perianala a pielii si a anusului prin virusul herpetic
A60.9,"Infectia anoFgenitala prin virusul herpetic, nespecificata"
A63,"Alte boli al caror mod de transmitere este in special sexual, neclasificate altundeva transmitere este in special sexual, neclasificate altundeva Exclude: molluscum contagiosum papilomul colului uterin (D26.0) /UIdown 1408 Veruce anoFgenitale (veneriene)"
A63.8,Alte boli specificate al caror mod de transmitere este in special cel sexual
A64,"Bolile transmise sexual, nespecificate Alte boli prin spirochete (A65-A69) Bolile transmise sexual, nespecificate Bolile venerice NOS Alte boli prin spirochete (A65-A69) Exclude: leptospiroza (A27.F) sifilisul (A50FA53)"
A65,A69 Alte boli prin spirochete Sifilisul nevenerian Bejel Sifilisul endemic Njovera
A66,Pianul Include: bouba framboesia (tropica) pianul
A66.0,Leziunile initiale ale pianului Sancrul pianic Framboesia initiala sau primara Ulcerul framboesian initial Pianul mama
A66.1,Papilomul multiplu si pianulFcrab umed Framboesia Pianomul Papilomul pianic plantar sau palmar
A66.2,"Alte leziuni cutanate precoce ale pianului Pianul cutanat, mai putin de 5 ani dupa infectie Pianul timpuriu (cutanat) (macular) (maculopapular) (micropapular) (papular) Framboesia pianului timpuriu"
A66.3,Hipercheratoza pianica Mana de vampir Hipercheratoza palmara sau plantara (precoce) (tardiva) datorita pianului Talpi mancate de viermi
A66.4,Gomele si ulcerele pianice Framboeside gomoase Pian tardiv modular (ulcerat)
A66.5,Gangosa Rinofaringita mutilanta
A66.6,Leziunile pianice articulare si osoase Ganglionul pianic (precoce) (tardiv) Hidrartroza pianica (precoce) (tardiva) Osteita pianica (precoce) (tardiva) Periostita (hipertrofica) pianica (precoce) (tardiva) Goundou pianic (tardiv) Goma osoasa pianica (tardiva) Osteita sau periostita pianica (tardiva)
A66.7,Alte manifestari ale pianului Noduli juxta-articulari pianici Leziuni mucoase pianice
A66.8,"Pianul latent Pianul fara semne clinice, cu serologie pozitiva"
A66.9,"Pianul, nespecificat"
A67,Pinta [carate]
A67.0,Leziunile initiale de pinta Sancrul (initial) al pintei [carate] Papula (initiala) a pintei [carate]
A67.1,Leziunile intermediare ale pintei Placile eritematoase ale pintei [carate] Leziunile hipercromice ale pintei [carate] Hipercheratoza pintei [carate] Pintide ale pintei [carate]
A67.2,Leziunile tardive ale pintei Leziuni cardiovasculare† (I98.1) ale pintei [carate] Leziuni cutanate: - acromice ale pintei [carate] - cicatriciale ale pintei [carate] - discromice ale pintei [carate]
A67.3,Leziunile mixte ale pintei Leziunile cutanate acromice si hipercromice ale pintei [carate]
A67.9,"Pinta, nespecificata"
A68,Febre recurente Include: febra recurenta Exclude: boala Lyme (A69.2)
A68.0,Febra recurenta prin paduche Febra recurenta datorita Borrelia recurrentis Anumite boli infectioase si parazitare Lista Tabelar ă a Bolilor ICD-10-AM 2002 14
A68.1,Febra recurenta prin capuse Febra recurenta datorita oricarei specii de Borrelia alta decat Borrelia recurrentis
A68.9,"Febra recurenta, nespecificata"
A69,Alte infectii prin spirochete Alte boli prin Chlamydia (A70-A74)
A69.0,Stomatita ulceroFnecrotica Cancrum oris Gangrena fusospirochetala Noma Stomatita gangrenoasa
A69.1,Alte infectii Vincent Faringita fusospirochetala Ulcerativa necrozanta (acuta): - gingivita - gingivo-stomatita Stomatita spirochetala Canorul gurii Infectia Vincent: - angina - gingivita
A69.2,Boala Lyme Eritemul cronic migrator datorit Borrelia burgdorferi
A69.8,Alte infectii specificate cu spirochete
A69.9,"Infectia cu spirochete, nespecificata Alte boli prin Chlamydia (A70-A74)"
A70,Infectia cu Chlamydia psittaci Infectia cu Chlamydia psittaci Ornitoza Febra datorita papagalului Psittacosis
A71,Trahomul Exclude: sechelele trahomului B94.0
A71.0,Faza initiala a trahomului Trahomul dubios
A71.1,Faza activa a trahomului Conjunctivita granuloasa (trahomatoasa) Trahomatos/trahomatoasa: - conjunctivita foliculara - pannus
A71.9,"Trahomul, nespecificat"
A74,Alte boli provocate de Chlamydia Rickettsioze (A75-A79) Exclude: pneumonia prin Chlamydia neonatala prin Chlamydia: F conjunctivita (P39.1) F pneumonia (P23.1) boala cu Chlamydia transmisa sexual (A55FA56) Conjunctivita prin Chlamydia Paratrahomul
A74.8,Alte afectiuni specificate cu Chlamydia Peritonita prin Chlamydia† (K67.0*)
A74.9,"Infectia cu Chlamydia, nespecificata Chlamidioza NOS Rickettsioze (A75-A79)"
A75,Tifosul exantematic Exclude: rickettsioza prin Ehrlichia sennetsu (A79.8)
A75.0,"Tifosul exantematic de paduche, datorit Rickettsia prowazekii Tifos clasic (febra) Tifos epidemic (provocat de paduche)"
A75.1,Tifosul recrudescent [boala Brill] Boala Brill-Zinsser
A75.2,Tifosul datorit Rickettsia typhi Tifosul murin (provocat de purici)
A75.3,Tifosul cu Rickettsia tsutsugamushi Febra Tsutsugamushi
A75.9,"Tifos, nespecificat Tifos (febra) NOS"
A77,Febra purpurie (Rickettsia de capuse) capuse) Febra purpurie prin Rickettsia rickettsii Febra purpurie a Muntilor Stancosi Febra Sao Paulo
A77.1,Febra purpurie prin Rickettsia conorii Tifosul african de capuse Febra butunoasa Febra indiana de capuse Fabra de Kenia de capuse Febra de Marsilia Febra mediteraneeana de capuse
A77.2,Febra purpurie prin Rickettsia siberica Febra Nord Asiatica de capuse Tifosul siberian de capuse
A77.3,Febra purpurie prin Rickettsia australis Tifos de Queensland de capuse
A77.8,Alte febre purpurii
A77.9,"Febra purpurie, nespecificata Tifosul de capuse NOS"
A78,Febra Q Febra Q Infectia datorita Coxiella burnetii Febra Nine Mile Febra cvadrilaterala Anumite boli infectioase si parazitare Lista Tabelar ă a Bolilor ICD-10-AM 2002 15
A79,Alte Rickettsioze Infectii virale ale sistemului nervos central (A80-A89)
A79.0,Febra de transee Febra de Quintan Febra de Wolhynian
A79.1,Rickettsioza variceliforma prin Rickettsia akari Febra de Kew Garden Rickettsioza veziculara
A79.8,Alte rickettsioze specificate Rickettsioza datorita Ehrlichia sennetsu
A79.9,"Rickettsioza, nespecificata Infactia prin Rickettsioze, NOS Infectii virale ale sistemului nervos central (A80-A89) Exclude: sechele de: F poliomielita (B91) F encefalita virala (B94.1)"
A80,A89 Infectii virale ale sistemului nervos central
A80.0,"Poliomielita paralitica acuta, asociata virusului vaccinal Poliomielita paralitica acuta, cu virus salbatic importat Poliomielita paralitica acuta, cu virus salbatic indigen Poliomielita paralitica acuta, alte si nespecificate Poliomielita acuta neparalitica"
A80.9,"Poliomielita acuta, nespecificata"
A81,Infectii cu virusi atipici ai sistemului nervos central nervos central Include: boli prin prioni ai sistemului nervos central
A81.0,Boala CreutzfeldtFJakob Encefalita spongioasa subacuta
A81.1,Panencefalita sclerozanta subacuta Encefalita subacuta cu incluzii Dawson Leucoencefalopatia sclerozanta Van Bogaert
A81.2,Leucoencefalopatia multifocala progresiva Leucoencefalopatia multifocala NOS
A81.8,Alte infectii cu virusi atipici ale sistemului nervos central Kuru
A81.9,"Infectia cu virus atipic a sistemului nervos central, nespecificata Boala cu prion a sistemului nervos central NOS"
A82,Rabia
A82.0,Rabia de padure
A82.1,Rabia citadina
A82.9,"Rabia, nespecificata"
A83,Encefalita cu virus transmis de tantari tantari Include: meningoencefalita cu virus transmis de tantari Exclude: encefalita ecvina de Venezuela
A83.0,Encefalita japoneza
A83.1,Encefalita ecvina occidentala
A83.2,Encefalita ecvina orientala
A83.3,Encefalita de SaintFLouis
A83.4,Encefalita australiana Boala virala de Kunjin
A83.5,Encefalita de California Meningoencefalita de California Encefalita La Crosse
A83.6,Boala virotica Rocio
A83.8,Alte encefalite virale transmise de tantari
A83.9,"Encefalita virala transmisa de tantari, nespecificata"
A84,Encefalita cu virus transmis de capuse capuse Include: meningoencefalita cu virus transmis de capuse
A84.0,"Encefalita de taiga transmisa de capuse [encefalita primavaraFvara rusa] Encefalita Europei centrale, transmisa de capuse Alte encefalite cu virus transmis de capuse Boala Louping (encefalomielita ovina) Boala virala Powassan"
A84.9,"Encefalita cu virus transmis de capuse, nespecificata"
A85,"Alte encefalite virale, neclasificate altundeva altundeva Include: virala precizata: F encefalomielita NEC F meningoencefalita NEC Exclude: encefalomielita mialgica beningna (G93.3) encefalita datorita: F virusului herpetic [herpes simplex] (B00.4) F virusului rugeolei (B05.0) F virusului urlian (B26.2) F virusului poliomielitic (A80.F) F virusului zosterian (B02.0) choriomeningita limfocitara"
A85.0,Encefalita cu enterovirus Encefalomielita cu enterovirus Anumite boli infectioase si parazitare Lista Tabelar ă a Bolilor ICD-10-AM 2002 16
